,Date,Ticker,Close,Return
103085,2018-05-18,KARTN.IS,0.2486574649810791,4.021596536730125
103086,2018-05-21,KARTN.IS,0.248853325843811,1.0007876733672436
103087,2018-05-22,KARTN.IS,0.2500285506248474,1.0055139532765391
103088,2018-05-23,KARTN.IS,0.2490492165088653,1.0015754665874037
103089,2018-05-24,KARTN.IS,0.2446421086788177,0.9838518570010881
103090,2018-05-25,KARTN.IS,0.2469925731420517,0.9933044767461372
103091,2018-05-28,KARTN.IS,0.2486574649810791,1.0
103092,2018-05-29,KARTN.IS,0.2482657134532928,0.9984245334125958
103093,2018-05-30,KARTN.IS,0.2490492165088653,1.0015754665874037
103094,2018-05-31,KARTN.IS,0.2469925731420517,0.9933044767461372
103095,2018-06-01,KARTN.IS,0.248167797923088,0.9980307566554322
103096,2018-06-04,KARTN.IS,0.244837999343872,0.9846396502212482
103097,2018-06-05,KARTN.IS,0.2423896193504333,0.9747932537190358
103098,2018-06-06,KARTN.IS,0.2394515424966812,0.9629774940193395
103099,2018-06-07,KARTN.IS,0.2439565956592559,0.9810950002157349
103100,2018-06-08,KARTN.IS,0.2439565956592559,0.9810950002157349
103101,2018-06-11,KARTN.IS,0.2466987818479538,0.9921229666952716
103102,2018-06-12,KARTN.IS,0.2453276813030243,0.9866089534922743
103103,2018-06-13,KARTN.IS,0.2443483173847198,0.9826703469502225
103104,2018-06-14,KARTN.IS,0.2452297210693359,0.9862149969557359
103105,2018-06-15,KARTN.IS,0.2452297210693359,0.9862149969557359
103106,2018-06-18,KARTN.IS,0.2536521553993225,1.0200866296880469
103107,2018-06-19,KARTN.IS,0.2511058151721954,1.0098462766492957
103108,2018-06-20,KARTN.IS,0.2613890469074249,1.0512012857820883
103109,2018-06-21,KARTN.IS,0.2601158618927002,1.0460810493362547
103110,2018-06-22,KARTN.IS,0.258450984954834,1.03938558600885
103111,2018-06-25,KARTN.IS,0.2556108832359314,1.02796384277215
103112,2018-06-26,KARTN.IS,0.266187846660614,1.0705001222499748
103113,2018-06-27,KARTN.IS,0.2662858366966247,1.0708941986394296
103114,2018-06-28,KARTN.IS,0.268832117319107,1.0811343119723473
103115,2018-06-29,KARTN.IS,0.2682445049285888,1.0787711720176998
103116,2018-07-02,KARTN.IS,0.2722598612308502,1.0949193150166117
103117,2018-07-03,KARTN.IS,0.2712804973125458,1.09098070847456
103118,2018-07-04,KARTN.IS,0.2717701494693756,1.0929498918926694
