,Date,Ticker,Close,Return
184854,2009-01-30,CPI.JO,2206.5556640625,0.0004531950026399494
184855,2009-02-02,CPI.JO,2206.5556640625,1.0
184856,2009-02-03,CPI.JO,2243.331787109375,1.0166667551813156
184857,2009-02-04,CPI.JO,2206.5556640625,1.0
184858,2009-02-05,CPI.JO,2206.5556640625,1.0
184859,2009-02-06,CPI.JO,2280.107177734375,1.0333331784326976
184860,2009-02-09,CPI.JO,2353.6591796875,1.0666665781520177
184861,2009-02-10,CPI.JO,2353.6591796875,1.0666665781520177
184862,2009-02-11,CPI.JO,2316.88330078125,1.0499999336140133
184863,2009-02-12,CPI.JO,2316.88330078125,1.0499999336140133
184864,2009-02-13,CPI.JO,2316.147705078125,1.0496665653173936
184865,2009-02-16,CPI.JO,2280.107177734375,1.0333331784326976
184866,2009-02-17,CPI.JO,2206.5556640625,1.0
184867,2009-02-18,CPI.JO,2169.780029296875,0.9833334661053067
184868,2009-02-19,CPI.JO,2206.5556640625,1.0
184869,2009-02-20,CPI.JO,2206.5556640625,1.0
184870,2009-02-23,CPI.JO,2169.780029296875,0.9833334661053067
184871,2009-02-24,CPI.JO,2243.331787109375,1.0166667551813156
184872,2009-02-25,CPI.JO,2243.331787109375,1.0166667551813156
184873,2009-02-26,CPI.JO,2280.107177734375,1.0333331784326976
184874,2009-02-27,CPI.JO,2207.291015625,1.0003332576533084
184875,2009-03-02,CPI.JO,2133.003662109375,0.96666660028068
184876,2009-03-03,CPI.JO,2133.003662109375,0.96666660028068
184877,2009-03-04,CPI.JO,2133.003662109375,0.96666660028068
184878,2009-03-05,CPI.JO,2133.003662109375,0.96666660028068
184879,2009-03-06,CPI.JO,2096.2275390625,0.9499998450993643
184880,2009-03-09,CPI.JO,2096.2275390625,0.9499998450993643
184881,2009-03-10,CPI.JO,1985.9002685546875,0.9000000774503178
184882,2009-03-11,CPI.JO,2129.326171875,0.964999980084204
184883,2009-03-12,CPI.JO,2077.83984375,0.9416666334736733
184884,2009-03-13,CPI.JO,2059.45166015625,0.9333332005613598
184885,2009-03-16,CPI.JO,2103.583251953125,0.9533334174222498
184886,2009-03-17,CPI.JO,2059.45166015625,0.9333332005613598
184887,2009-03-18,CPI.JO,2059.45166015625,0.9333332005613598
184888,2009-03-19,CPI.JO,2088.873046875,0.9466668259930348
184889,2009-03-20,CPI.JO,2030.0311279296875,0.9199999623812741
184890,2009-03-23,CPI.JO,2096.2275390625,0.9499998450993643
184891,2009-03-24,CPI.JO,2169.780029296875,0.9833334661053067
184892,2009-03-25,CPI.JO,2205.8203125,0.9996667423466915
184893,2009-03-26,CPI.JO,2352.923828125,1.066333320498709
184894,2009-03-27,CPI.JO,2331.593994140625,1.0566667463298507
184895,2009-03-30,CPI.JO,2346.303955078125,1.0633332271157545
184896,2009-03-31,CPI.JO,2386.758056640625,1.0816668237801685
184897,2009-04-01,CPI.JO,2353.6591796875,1.0666665781520177
184898,2009-04-02,CPI.JO,2530.183837890625,1.1466666710923992
184899,2009-04-03,CPI.JO,2555.927001953125,1.1583333443976644
184900,2009-04-06,CPI.JO,2618.446533203125,1.1866668835275567
184901,2009-04-07,CPI.JO,2684.642822265625,1.216666710923991
184902,2009-04-08,CPI.JO,2647.8662109375,1.1999997344560531
184903,2009-04-09,CPI.JO,2739.806884765625,1.2416667883743089
184904,2009-04-14,CPI.JO,2714.063720703125,1.2300001150690436
184905,2009-04-15,CPI.JO,2684.642822265625,1.216666710923991
184906,2009-04-16,CPI.JO,2758.194580078125,1.25
184907,2009-04-17,CPI.JO,2794.97119140625,1.266666976467938
184908,2009-04-20,CPI.JO,2831.7470703125,1.2833336210059423
184909,2009-04-21,CPI.JO,2794.97119140625,1.266666976467938
184910,2009-04-22,CPI.JO,2794.97119140625,1.266666976467938
184911,2009-04-23,CPI.JO,2886.910888671875,1.308333587812949
184912,2009-04-24,CPI.JO,2798.648193359375,1.2683333753777914
184913,2009-04-28,CPI.JO,2868.5224609375,1.3000000442573245
184914,2009-04-29,CPI.JO,2868.5224609375,1.3000000442573245
184915,2009-04-30,CPI.JO,2868.5224609375,1.3000000442573245
184916,2009-05-04,CPI.JO,2879.555419921875,1.3050001261333748
184917,2009-05-05,CPI.JO,2941.3388671875,1.3330000756800249
184918,2009-05-06,CPI.JO,2905.298095703125,1.3166665781520177
184919,2009-05-07,CPI.JO,2934.71923828125,1.3300000929403815
184920,2009-05-08,CPI.JO,3011.948486328125,1.365000002212866
184921,2009-05-11,CPI.JO,2978.849853515625,1.3499998672280265
184922,2009-05-12,CPI.JO,2920.0087890625,1.323333390867855
184923,2009-05-13,CPI.JO,2868.5224609375,1.3000000442573245
184924,2009-05-14,CPI.JO,2831.7470703125,1.2833336210059423
184925,2009-05-15,CPI.JO,2831.7470703125,1.2833336210059423
184926,2009-05-18,CPI.JO,2794.97119140625,1.266666976467938
184927,2009-05-19,CPI.JO,2794.97119140625,1.266666976467938
184928,2009-05-20,CPI.JO,2813.358642578125,1.2750000774503178
184929,2009-05-21,CPI.JO,2813.358642578125,1.2750000774503178
184930,2009-05-22,CPI.JO,2813.358642578125,1.2750000774503178
184931,2009-05-25,CPI.JO,2831.7470703125,1.2833336210059423
184932,2009-05-26,CPI.JO,2820.713623046875,1.2783333178432696
184933,2009-05-27,CPI.JO,2850.134521484375,1.2916667219883222
184934,2009-05-28,CPI.JO,2908.97607421875,1.318333419635116
184935,2009-05-29,CPI.JO,3015.626220703125,1.3666667330526534
184936,2009-06-01,CPI.JO,3162.72998046875,1.4333334218479823
184937,2009-06-02,CPI.JO,3236.282470703125,1.4666670428539246
184938,2009-06-03,CPI.JO,3125.953857421875,1.4166666666666665
184939,2009-06-04,CPI.JO,3145.0771484375,1.4253332465889774
184940,2009-06-05,CPI.JO,3192.151123046875,1.4466669366363458
184941,2009-06-08,CPI.JO,3244.97607421875,1.470606940522139
184942,2009-06-09,CPI.JO,3244.97607421875,1.470606940522139
184943,2009-06-10,CPI.JO,3237.4296875,1.4671869557732131
184944,2009-06-11,CPI.JO,3207.99853515625,1.4538489046090906
184945,2009-06-12,CPI.JO,3229.882568359375,1.4637666390943536
184946,2009-06-15,CPI.JO,3207.2431640625,1.4535065742042643
184947,2009-06-17,CPI.JO,3094.047119140625,1.4022066923270633
184948,2009-06-18,CPI.JO,3131.779296875,1.4193067267150046
184949,2009-06-19,CPI.JO,3207.2431640625,1.4535065742042643
184950,2009-06-22,CPI.JO,3161.964599609375,1.4329865550673972
184951,2009-06-23,CPI.JO,3090.27294921875,1.4004962573793556
184952,2009-06-24,CPI.JO,3075.180908203125,1.3936566198114373
184953,2009-06-25,CPI.JO,3094.047119140625,1.4022066923270633
184954,2009-06-26,CPI.JO,3131.779296875,1.4193067267150046
184955,2009-06-29,CPI.JO,3161.964599609375,1.4329865550673972
184956,2009-06-30,CPI.JO,3203.47119140625,1.4517971350463572
184957,2009-07-01,CPI.JO,3241.20263671875,1.4688968375043647
184958,2009-07-02,CPI.JO,3282.707763671875,1.4877067536234578
184959,2009-07-03,CPI.JO,3244.97607421875,1.470606940522139
184960,2009-07-06,CPI.JO,3244.97607421875,1.470606940522139
184961,2009-07-07,CPI.JO,3244.97607421875,1.470606940522139
184962,2009-07-08,CPI.JO,3358.17236328125,1.5219069330426511
184963,2009-07-09,CPI.JO,3358.17236328125,1.5219069330426511
184964,2009-07-10,CPI.JO,3207.99853515625,1.4538489046090906
184965,2009-07-13,CPI.JO,3207.2431640625,1.4535065742042643
184966,2009-07-14,CPI.JO,3244.97607421875,1.470606940522139
184967,2009-07-15,CPI.JO,3320.44091796875,1.5048072305846436
184968,2009-07-16,CPI.JO,3320.44091796875,1.5048072305846436
184969,2009-07-17,CPI.JO,3260.06884765625,1.477446910019991
184970,2009-07-20,CPI.JO,3282.707763671875,1.4877067536234578
184971,2009-07-21,CPI.JO,3320.44091796875,1.5048072305846436
184972,2009-07-22,CPI.JO,3320.44091796875,1.5048072305846436
184973,2009-07-23,CPI.JO,3391.376953125,1.5369550872245479
184974,2009-07-24,CPI.JO,3471.36962890625,1.573207368136408
184975,2009-07-27,CPI.JO,3546.833740234375,1.6074073262689792
184976,2009-07-28,CPI.JO,3584.566650390625,1.6245076925868538
184977,2009-07-29,CPI.JO,3622.299072265625,1.6416078376181062
184978,2009-07-30,CPI.JO,3622.299072265625,1.6416078376181062
184979,2009-07-31,CPI.JO,3622.299072265625,1.6416078376181062
184980,2009-08-03,CPI.JO,3622.299072265625,1.6416078376181062
184981,2009-08-04,CPI.JO,3478.916259765625,1.5766274635286452
184982,2009-08-05,CPI.JO,3623.0537109375,1.6419498360929987
184983,2009-08-06,CPI.JO,3705.309326171875,1.679227669856292
184984,2009-08-07,CPI.JO,3773.22802734375,1.7100080858131819
184985,2009-08-11,CPI.JO,3810.95947265625,1.7271077882711894
184986,2009-08-12,CPI.JO,3810.95947265625,1.7271077882711894
184987,2009-08-13,CPI.JO,3773.22802734375,1.7100080858131819
184988,2009-08-14,CPI.JO,3697.762939453125,1.675807685107366
184989,2009-08-17,CPI.JO,3644.9375,1.6518674599349505
184990,2009-08-18,CPI.JO,3773.22802734375,1.7100080858131819
184991,2009-08-19,CPI.JO,3924.157470703125,1.7784085552948798
184992,2009-08-20,CPI.JO,4207.1494140625,1.9066590898127163
184993,2009-08-21,CPI.JO,4018.4873046875,1.8211583646564546
184994,2009-08-24,CPI.JO,4078.858642578125,1.8485183532911738
184995,2009-08-25,CPI.JO,4066.03076171875,1.8427048217912443
184996,2009-08-26,CPI.JO,4074.331298828125,1.8464665837284406
184997,2009-08-27,CPI.JO,4112.81787109375,1.863908505947963
184998,2009-08-28,CPI.JO,4112.81787109375,1.863908505947963
184999,2009-08-31,CPI.JO,4150.5498046875,1.881008429692593
185000,2009-09-01,CPI.JO,4150.5498046875,1.881008429692593
185001,2009-09-02,CPI.JO,4097.7255859375,1.8570687577367335
185002,2009-09-03,CPI.JO,4188.28271484375,1.8981087960104677
185003,2009-09-04,CPI.JO,4226.0146484375,1.9152087197550975
185004,2009-09-07,CPI.JO,4226.0146484375,1.9152087197550975
185005,2009-09-08,CPI.JO,4335.439453125,1.9647994944043252
185006,2009-09-09,CPI.JO,4331.66650390625,1.9630896126731734
185007,2009-09-10,CPI.JO,4376.189453125,1.983267190761903
185008,2009-09-11,CPI.JO,4414.6767578125,2.000709444911359
185009,2009-09-14,CPI.JO,4520.326171875,2.0485892313963228
185010,2009-09-15,CPI.JO,4309.0263671875,1.9528292158531506
185011,2009-09-16,CPI.JO,4490.14111328125,2.0349095136872415
